,popularity,release_date,title,overview,vote_average,vote_count,original_language,original_title,release_month,release_year
644,139.254,2/27/2021,Girl in the Basement,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",8.0,402,en,Girl in the Basement,February,2021.0
645,113.666,10/20/2009,Wrong Turn 3: Left for Dead,"A group of people find themselves trapped in the backwoods of West Virginia, fighting for their lives against a group of vicious and horribly disfigured inbred cannibals.",5.6,882,en,Wrong Turn 3: Left for Dead,October,2009.0
646,110.655,3/3/2017,The Shack,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",7.5,1723,en,The Shack,March,2017.0
648,107.28,10/23/2003,Brother Bear,"When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",7.2,4604,en,Brother Bear,October,2003.0
649,108.658,7/30/2021,Vivo,A music-loving kinkajou named Vivo embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,7.5,556,en,Vivo,July,2021.0
650,106.853,11/22/2010,Love & Other Drugs,"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",7.0,4283,en,Love & Other Drugs,November,2010.0
651,114.336,4/16/2009,Crank: High Voltage,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,6.0,2303,en,Crank: High Voltage,April,2009.0
652,90.352,1/15/2020,Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",7.2,7093,en,Bad Boys for Life,January,2020.0
656,118.076,9/10/2020,PAW Patrol: Jet To The Rescue,"A royal relative steals a gem with the power to make things fly, the Paw Patrol takes to the skies to stop him and save Barkingburg.",7.0,141,en,PAW Patrol: Jet To The Rescue,September,2020.0
658,137.703,9/15/2015,Hidden,A family takes refuge in a fallout shelter to avoid a dangerous outbreak.,6.8,650,en,Hidden,September,2015.0
659,103.701,9/19/2019,Rambo: Last Blood,"After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.",6.5,3120,en,Rambo: Last Blood,September,2019.0
660,110.801,12/2/2021,Mickey and Minnie Wish Upon a Christmas,"After a series of mishaps, Mickey, Minnie and the gang are separated all over the world and must try to get back to Hot Dog Hills by Christmas Eve. A mysterious and jolly stranger shows up to tell them about The Wishing Star, which could be the secret to bringing everybody home in time to celebrate together.",6.9,124,en,Mickey and Minnie Wish Upon a Christmas,December,2021.0
662,102.415,3/20/2007,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,7.2,5902,en,Superbad,March,2007.0
663,89.682,9/9/2015,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",6.7,9007,en,Maze Runner: The Scorch Trials,September,2015.0
665,110.338,2/25/2021,The Penitent Thief,"The story of the two unnamed men who were crucified alongside Jesus and how they came to be beside him on the cross that fateful day. Dismas and his brother Jotham, along with Gestas, another young man who will share their fate, suffer tragedy and injustice at the hands of a band of thieves and a ruthless Roman centurion. Theirs is a story of survival against the odds, but they cannot outrun their destiny.",5.6,14,en,The Penitent Thief,February,2021.0
666,97.784,6/21/2002,Lilo & Stitch,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and 'ohana, the Hawaiian tradition of family.",7.5,5108,en,Lilo & Stitch,June,2002.0
667,93.088,11/25/2015,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",7.4,6078,en,Creed,November,2015.0
669,97.472,9/1/2017,Call Me by Your Name,"In 1980s Italy, a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.",8.2,10424,en,Call Me by Your Name,September,2017.0
671,118.164,8/13/2021,Swim,"A family gets trapped in their storm flooded vacation rental, tries to escape from a hungry shark that made it's way into the house.",6.7,34,en,Swim,August,2021.0
676,94.969,4/17/2019,The Curse of La Llorona,A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.,5.7,1965,en,The Curse of La Llorona,April,2019.0
677,89.391,11/21/2018,Creed II,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",7.0,4284,en,Creed II,November,2018.0
678,113.425,2/23/1940,Pinocchio,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket.",7.1,4938,en,Pinocchio,February,1940.0
679,103.163,5/19/2000,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,6.5,2064,en,Dinosaur,May,2000.0
684,109.48,10/27/2004,The Incredibles,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",7.7,15440,en,The Incredibles,October,2004.0
686,114.681,6/23/2022,Rise,"After emigrating to Greece from Nigeria, Vera and Charles Antetokounmpo struggled to survive and provide for their five children, while living under the daily threat of deportation. Desperate to obtain Greek citizenship but undermined by a system that blocked them at every turn, the family's vision, determination and faith lifted them out of obscurity to launch the careers of three NBA champions.",7.6,130,en,Rise,June,2022.0
687,92.274,3/29/2019,Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,7.1,7800,en,Shazam!,March,2019.0
688,97.097,4/29/2021,Tom Clancy's Without Remorse,An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.,7.1,1986,en,Tom Clancy's Without Remorse,April,2021.0
689,93.357,10/18/1967,The Jungle Book,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",7.3,5374,en,The Jungle Book,October,1967.0
690,122.576,10/8/2021,L.O.L. Surprise: The Movie,Dazzling doll sisters Queen Bee and Royal Bee make their first movie with help from their fashionable friends in this one-of-a-kind magical adventure.,6.9,114,en,L.O.L. Surprise: The Movie,October,2021.0
691,109.973,11/16/2016,Fantastic Beasts and Where to Find Them,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",7.4,16929,en,Fantastic Beasts and Where to Find Them,November,2016.0
692,99.47,3/14/2019,Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",8.3,4859,en,Five Feet Apart,March,2019.0
